ghsa_stn|riv_basin|country|agency|state|agency_id|site_name|district|site_type1|agency_area|river|site_type2|agency_lat|agency_lon|basinShort|basinCode|hydrosh_pf|ghsa_locchk|ghsa_rivchk|ghsa_lmark|ghsa_lmark_lat|ghsa_lmark_lon|ghsa_lmark_dist|ghsa_reloc|ghsa_lat|ghsa_lon|ghsa_area|hydro_area|merit_lat|merit_lon|merit_area|disc_agency|disc_merit|ghsa_netchk|merit_netchk|qc1|qc2|qc3|qc4|qc5|qc6|ghsa_group
NP-gang_bagas|Ganga|NP|DHM||350|Bagasotigaon|||3380|Rapti||27.8533|82.7928|gang|x2A|PF12-4120834540|||GM, Bagasoti temple north|27.8653|82.79064|1.35|0.348|27.85206|82.78955|3821.3|3824.4|27.85417|82.79083|3835.7|13.1|-0.4|||1|1|1|1|1|1|G2
NP-gang_bangg|Ganga|NP|DHM||260|Bangga|||7460|Seti||28.9778|81.1444|gang|x2A|PF12-4120799160|||no landmark found||||1.3382|28.98122|81.13121|7383.6|7384.6|28.98168|81.1317|7361.9|-1|0.3|||1|1|1|1|1|1|G1
NP-gang_barbi|Ganga|NP|DHM||610|Barbise|||2410|Bhotekosi||27.7883|85.8986|gang|x2A|PF12-4121466600|||GM, Bahrabise town nearby|27.78803|85.89499|0.36|0.1587|27.78959|85.89791|2380.2|2381.9|27.78833|85.89833|2359|-1.2|0.9|||1|1|1|1|1|1|G1
NP-gang_barga|Ganga|NP|DHM||290|Bargadha|||3000|Babai||28.4222|81.3694|gang|x2A|PF12-4120817710|||GM, Baganaha town west and Barbardiya town south west|28.4088|81.30486|6.49|0.1005|28.4229|81.36875|2985.1|2988.8|28.42416|81.36831|2979.4|-0.5|0.2|||1|1|1|1|1|1|G1
NP-gang_belko|Ganga|NP|DHM||448|Belkot|||653|Tadi||27.8597|85.1383|gang|x2A|PF12-4120833730|||GM, Belkot town south|27.83351|85.1575|3.47|0.2974|27.86043|85.13539|663.3|662.6|27.86083|85.13499|650.2|1.6|2|||1|1|1|1|1|1|G1
NP-gang_benig|Ganga|NP|DHM||250|Benighat|||21240|Karnali||28.9611|81.1194|gang|x2A|PF12-4120799260|||GM, Benighat camp west|28.96747|81.10567|1.51|0.3922|28.96458|81.11874|22701.9|22729.1|28.96251|81.11999|22646.1|6.9|0.2|||1|1|1|1|1|1|G1
NP-gang_benix|Ganga|NP|DHM||668.4|Beni|||73|Taktorkhola||27.5628|86.5578|gang|x2A|PF12-4121469360||on Solu river|GM, Beni town north|27.61842|86.54806|6.26|0.2417|27.56452|86.5563|87.5|83.7|27.56251|86.55583|85.1|19.9|2.8|||0|1|1|1|1|0|G4
NP-gang_betra|Ganga|NP|DHM||447|Betrawati|||4110|Trishuli||27.9689|85.1833|gang|x2A|PF12-4120833490|||GM, Betrawoti town north|27.97465|85.18524|0.67|0.197|27.96876|85.1813|4649.5|4654.8|27.97001|85.18334|4621.4|13.1|0.6|||1|1|1|1|1|1|G2
NP-gang_bhaku|Ganga|NP|DHM||439.35|Bhakundebesi|||2950|Marshyandi||28.2036|84.4031|gang|x2A|PF12-4120824800|||GM, Bhakunde town north west|28.2082|84.38967|1.41|0.1983|28.20207|84.40206|3014.5|3017|28.20333|84.40166|2994.8|2.2|0.7|||1|1|1|1|1|1|G1
NP-gang_bhasm|Ganga|NP|DHM||258|Bhasme|||135|Dhungad||29.3711|80.785|gang|x2A|PF12-4120785410|||no landmark found||||0.2062|29.37292|80.78541|133.5|133.9|29.37169|80.78499|131.8|-1.1|1.3|||1|1|1|1|1|1|G1
NP-gang_bhor1|Ganga|NP|DHM||449.95|Bhorle||||Trishuli||27.8167|84.4458|gang|x2A|PF12-4120837900|||GM, Bhorle town nearby|27.82039|84.44586|0.41|0.6544|27.81872|84.43955||19855.6|27.81832|84.44167|19734.9|-1000000|-1000000|||0|1|1|1|1|1|G4
NP-gang_bhor2|Ganga|NP|DHM||581|Bhorleni|||1540|Bagmati||27.3619|85.4694|gang|x2A|PF12-4120850660|||GM, Vorlini or Bhorleni town south|27.35747|85.46351|0.76|0.1822|27.36038|85.46871|1689.4|1691.1|27.36166|85.47|1692.8|9.7|-0.2|||1|1|1|1|1|1|G1
NP-gang_bimal|Ganga|NP|DHM||439.7|Bimalnagar|||3774|Marshyandi||27.95|84.43|gang|x2A|PF12-4120832380|||GM, Bimalnagar town west|27.95315|84.42419|0.67|0.2614|27.95208|84.43124|4058.8|4062.9|27.95|84.43085|4043.8|7.5|0.4|||1|1|1|1|1|1|G1
NP-gang_borla|Ganga|NP|DHM||415.1|Borlangpul|||195|Adhikhola||27.9742|83.5739|gang|x2A|PF12-4121463110||on Kali Gandaki river|based  on Nepal DHM website|28.07063|83.81068|25.6|26.0557|28.07294|83.81463|210.2|208.4|28.07082|83.81001|213.7|7.8|-1.6|||1|1|1|1|1|1|G1
NP-gang_brtra|Ganga|NP|DHM||446.8|Brtrawati|||162|Phalankhukhola||27.9736|85.1875|gang|x2A|PF12-4120830680|on Betrawati or Falaakhu river||GM, Betrawoti town west|27.97471|85.18595|0.2|0.4351|27.97706|85.18957|150.8|151.2|27.97419|85.18669|147|-6.9|2.6|||1|1|1|1|1|1|G1
NP-gang_budha|Ganga|NP|DHM||536.2|Budhanilkantha|||4|Bishnumati||27.7817|85.3569|gang|x2A|PF12-4120839620|||OSM, Budhanilakantha school nearby|27.78199|85.35863|0.17|0.0737|27.78124|85.35636|4.4|4|27.78166|85.35583|4.7|10|-6.4|||0|1|1|1|1|1|G4
NP-gang_busti|Ganga|NP|DHM||647|Busti|||2753|Tamakosi||27.6347|86.0867|gang|x2A|PF12-4120841840|||GM, Busti school south|27.62124|86.08725|1.5|0.1487|27.63538|86.0854|2943.4|2945.7|27.63416|86.085|2930|6.9|0.5|||1|1|1|1|1|1|G1
NP-gang_butwa|Ganga|NP|DHM||390|Butwal|||554|Tinaukhola||27.7028|83.4639|gang|x2A|PF12-4121469550|||GM, Butwal town nearby|27.69781|83.4629|0.56|0.3938|27.70629|83.46458|539.6|539.7|27.70417|83.46082|550.7|-2.6|-2|||1|1|1|1|1|1|G1
NP-gang_chata|Ganga|NP|DHM||695|Chatara|||54100|Saptakosi||26.8667|87.1583|gang|x2A|PF12-4120874300|||GM, Chatara bridge and Chataradham town south|26.85556|87.15308|1.34|0.6825|26.86834|87.15167|54326.1|54404|26.86915|87.15247|53968.8|0.4|0.7|||1|1|1|1|1|1|G1
NP-gang_chepa|Ganga|NP|DHM||289.95|Chepang|||2557|Babai||28.3511|81.7206|gang|x2A|PF12-4121458700|||GM, Chepang police station nearby|28.35584|81.71569|0.71|0.2484|28.3521|81.72287|2600.4|2602.1|28.35084|81.72083|2596.5|1.7|0.2|||1|1|1|1|1|1|G1
NP-gang_chern|Ganga|NP|DHM||339.5|Chernata|||683|Jhimrukkhola||28.05|82.8278|gang|x2A|PF12-4120830140|||GM, Cherneta landmark north|28.07915|82.81343|3.53|0.2451|28.0479|82.82704|667.1|665|28.04833|82.82417|670.9|-2.3|-0.6|||1|1|1|1|1|1|G1
NP-gang_chhan|Ganga|NP|DHM||251.6|Chhanna|||159|Langurkhola||29.4978|81.1319|gang|x2A|PF12-4120781790||unable to verify|GM, Channa town south|29.46015|81.1468|4.43|0.0655|29.49793|81.13124|157.9|158.3|29.49749|81.13166|157.6|-0.7|0.2|||1|1|1|1|1|1|G1
NP-gang_chisa|Ganga|NP|DHM||280|Chisapani|||42890|Karnali||28.6444|81.2917|gang|x2A|PF12-4121455820|||GM, Chisapani town nearby|28.64616|81.28188|0.98|0.4388|28.64788|81.28958|45635.1|45687.5|28.64501|81.28665|45421.2|6.4|0.5|||1|1|1|1|1|1|G1
NP-gang_chit1|Ganga|NP|DHM||256.5|Chitra|||1576|Budhiganga||29.1631|81.2164|gang|x2A|PF12-4120794770|||GM, Chhaitada town south west|29.14576|81.19906|2.56|0.6631|29.16035|81.21034|1651.5|1651|29.15916|81.21|1641.7|4.8|0.6|||1|1|1|1|1|1|G1
NP-gang_chit2|Ganga|NP|DHM||485|Chitrasari|||184|Buri Rapti||27.6167|84.4875|gang|x2A|PF12-4120842380||unable to verify|no landmark found||||0.3061|27.61872|84.48539|141.3|139.9|27.61918|84.48083|146.7|-23.2|-3.7|||1|1|1|1|0|0|G4
NP-gang_chova|Ganga|NP|DHM||550|Chovar|||585|Bagmti||27.6611|85.2972|gang|x2A|PF12-4120843950|||GM, Chovar town nearby|27.66037|85.29422|0.3|0.3474|27.66041|85.29376|646.6|586|27.66084|85.29749|586.5|10.5|10.2|||1|1|1|1|1|1|G3
NP-gang_damau|Ganga|NP|DHM||430.5|Damauli|||1350|Seti Gandaki||27.9533|84.265|gang|x2A|PF12-4120830960|||GM, Damauli town north|27.9733|84.2674|2.24|0.559|27.95626|84.2604|1515|1516.8|27.95669|84.26083|1468.4|12.2|3.2|||1|1|1|1|1|1|G2
NP-gang_darad|Ganga|NP|DHM||286|Daradhunga|||816|Saradakhola||28.2994|82.025|gang|x2A|PF12-4121459370|||no landmark found||||0.2632|28.29789|82.02707|821.3|811.5|28.29911|82.02665|812.1|0.6|1.1|||1|1|1|1|1|1|G1
NP-gang_darko|Ganga|NP|DHM||560|Darkot-Markhu|||14|Thadokhola||27.6056|85.15|gang|x2A|PF12-4120843940||unable to verify|GM, Markhu town south|27.60173|85.15293|0.52|0.2067|27.60624|85.14803|14.1|12|27.60499|85.14921|14.6|0.7|-3.4|||0|1|1|1|1|1|G4
NP-gang_devgh|Ganga|NP|DHM||450|Devghat|||31100|Narayani||27.7083|84.4306|gang|x2A|PF12-4121467700|||GM, Devghat temple and town north|27.74091|84.42051|3.76|0.2352|27.71034|84.43123|31614.3|31655.2|27.70839|84.43166|31658.8|1.7|-0.1|||1|1|1|1|1|1|G1
NP-gang_dhake|Ganga|NP|DHM||363|Dhakeri|||78|Jhajharikhola||28.1561|81.7536|gang|x2A|PF12-4120827380||unable to verify|GM, Dhakeri botanical garden nearby|28.15258|81.76169|0.88|0.6737|28.15625|81.76047|89.9|67.5|28.15667|81.75665|76.5|15.3|17.5|||0|1|1|1|1|0|G4
NP-gang_diwar|Ganga|NP|DHM||225|Diware|||824|Sinjhakhola||29.2|81.9167|gang|x2A|PF12-4120791300||on Tila Nadi or Karnali|no landmark found||||0.3034|29.20209|81.91871|1742.1|1744.4|29.20083|81.91665|1749.9|111.4|-0.4|||1|1|1|1|0|0|G4
NP-gang_dolal|Ganga|NP|DHM||629.1|Dolalghat|||1230|Indrawati||27.6389|85.7083|gang|x2A|PF12-4120841220|||GM, Dolaghat bridge and town nearby|27.63984|85.7056|0.29|0.2714|27.64|85.70584|1232.6|1234.7|27.63916|85.70667|1227.8|0.2|0.4|||1|1|1|1|1|1|G1
NP-gang_gauri|Ganga|NP|DHM||530|Gaurighat|||68|Bagmati||27.7097|85.3528|gang|x2A|PF12-4120839630|||OSM, Gaurighat temple nearby|27.71278|85.34982|0.45|0.4867|27.7104|85.34792|79.1|65.2|27.71086|85.35001|68.1|16.3|16.2|||0|1|1|1|1|1|G4
NP-gang_gauta|Ganga|NP|DHM||259.1|Gautada|||179|Sailigad||29.3667|80.8333|gang|x2A|PF12-4120785740|||no landmark found||||0.73|29.3604|80.83542|177|176.4|29.35831|80.83416|179|-1.1|-1.1|||1|1|1|1|1|1|G1
NP-gang_gharm|Ganga|NP|DHM||440|Gharmbesi|||308|Chepekhola||28.0614|84.4897|gang|x2A|PF12-4120828360|||GM, Garambesi school nearby|28.06206|84.48177|0.78|0.4324|28.06044|84.48543|304.8|305.2|28.06168|84.48669|308.5|-1|-1.2|||1|1|1|1|1|1|G1
NP-gang_gopag|Ganga|NP|DHM||259.2|Gopaghat|||4420|Seti||29.3|80.775|gang|x2A|PF12-4121446300|||GM, Gobghat town east|29.29601|80.81617|4.02|0.3079|29.2979|80.77707|4316.4|4317.9|29.29919|80.77501|4303.3|-2.3|0.3|||1|1|1|1|1|1|G1
NP-gang_gopli|Ganga|NP|DHM||439.8|Goplingghat|||3850|Marshyandi||27.9264|84.495|gang|x2A|PF12-4120832380|||no landmark found||||0.1445|27.92704|84.49372|4125.4|4127.2|27.92668|84.49496|4111.4|7.2|0.3|||1|1|1|1|1|1|G1
NP-gang_hampc|Ganga|NP|DHM||681|Hampchuwar|||18700|Sunkosi||26.9208|87.1458|gang|x2A|PF12-4120863940|||no landmark found||||0.7295|26.92708|87.14793|18164.8|18193.7|26.92252|87.15165|18138.3|-2.9|0.1|||1|1|1|1|1|1|G1
NP-gang_harsi|Ganga|NP|DHM||115|Harsingbagar|||203|Naugragad||29.7019|80.6072|gang|x2A|PF12-4120775580|on Nau Gad river||no landmark found||||0.3106|29.70207|80.61041|205.6|205.7|29.70169|80.60918|205.6|1.3|0|||1|1|1|1|1|1|G1
NP-gang_helam|Ganga|NP|DHM||627.5|Helambhu|||84|Melamchi||28.0392|85.5353|gang|x2A|PF12-4121463910|||GM, Helambu town north|28.05111|85.52803|1.5|0.3998|28.03959|85.53125|82.2|76.7|28.03916|85.53166|74.4|-2.1|10.5|||0|1|1|1|1|1|G4
NP-gang_jalbi|Ganga|NP|DHM||620|Jalbire|||629|Balephi||27.8056|85.7694|gang|x2A|PF12-4120838210|||GM, Jalbire town north|27.81924|85.77987|1.83|0.4776|27.80625|85.7646|618.7|617.3|27.805|85.76664|619.2|-1.6|-0.1|||1|1|1|1|1|1|G1
NP-gang_jalku|Ganga|NP|DHM||360|Jalkundi|||5150|Rapti||27.9472|82.225|gang|x2A|PF12-4121464030|||no landmark found||||0.2188|27.94788|82.22709|5107.8|5110.7|27.94749|82.22668|5134.5|-0.8|-0.5|||1|1|1|1|1|1|G1
NP-gang_jamux|Ganga|NP|DHM||270|Jamu|||12290|Bheri||28.7556|81.35|gang|x2A|PF12-4121453000|||GM, Jamu town north|28.78234|81.33651|3.25|1.1706|28.7646|81.35623|13599.2|13615.1|28.76664|81.35664|13444.5|10.7|1.2|||1|1|1|1|1|1|G2
NP-gang_kali1|Ganga|NP|DHM||340|Kalimatighat|||696|Jhimruk Kohla||28.0361|82.8833|gang|x2A|PF12-4120830140|||no landmark found||||0.2203|28.0354|82.8854|704.1|696.6|28.03583|82.88501|698.7|1.2|0.8|||1|1|1|1|1|1|G1
NP-gang_kali2|Ganga|NP|DHM||387.4|Kalimati|||90|Dumrekhola||27.7944|83.5342|gang|x2A|PF12-4121466250||unable to verify|GM, Kaalimati business west|27.79481|83.52851|0.56|0.4009|27.79791|83.53513|90.4|87.9|27.79667|83.53335|88.8|0.4|1.8|||0|1|1|1|1|1|G4
NP-gang_kalik|Ganga|NP|DHM||449.91|Kalikhola|||16760|Trishuli||27.8356|84.5533|gang|x2A|PF12-4120834830|||GM, Kali Khola landmark north|27.84941|84.55943|1.65|0.1287|27.83532|84.55203|16727.5|16748.7|27.83501|84.55334|16665.9|-0.2|0.4|||1|1|1|1|1|1|G1
NP-gang_kampu|Ganga|NP|DHM||680|Kampughat|||17600|Sunkosi||26.8744|86.8194|gang|x2A|PF12-4120864730|||GM, Kampu Ghat town east|26.88352|86.87652|5.76|0.1796|26.87291|86.8187|17734.7|17757|26.87333|86.81917|17699.7|0.8|0.2|||1|1|1|1|1|1|G1
NP-gang_karma|Ganga|NP|DHM||590|Karmaiya|||2720|Bagmati||27.1394|85.4894|gang|x2A|PF12-4120864610|||GM, Karmaiya town south|27.09459|85.46641|5.48|0.3931|27.13954|85.48543|2802.7|2806.2|27.14085|85.48663|2808|3|-0.2|||1|1|1|1|1|1|G1
NP-gang_khoka|Ganga|NP|DHM||550.05|Khokana|||658|Bagmati||27.6289|85.2947|gang|x2A|PF12-4120843950|||GM, Khokana town nearby|27.64163|85.29447|1.42|0.2744|27.63122|85.29375|646.6|606.3|27.62915|85.29333|605.9|-1.7|6.7|||1|1|1|1|1|1|G2
NP-gang_khudi|Ganga|NP|DHM||439.3|Khudibazar|||151|Khudikhola||28.2867|84.3575|gang|x2A|PF12-4120821270||unable to verify|GM, Khudi Bazaar town nearby|28.28292|84.35592|0.45|0.6193|28.28124|84.35625|134.1|134.5|28.28084|84.35668|136.2|-11.2|-1.5|||1|1|1|1|1|0|G4
NP-gang_khurk|Ganga|NP|DHM||652|Khurkot|||10000|Sunkosi||27.3364|86.0003|gang|x2A|PF12-4121472900|||GM, Khurkot town nearby|27.32684|85.99555|1.16|0.2591|27.33542|85.99792|10181.5|10194.2|27.335|86.00002|10156.9|1.8|0.2|||1|1|1|1|1|1|G1
NP-gang_kotag|Ganga|NP|DHM||420|Kotagaun|||11400|Kali Gandaki||27.75|84.3472|gang|x2A|PF12-4120837890|||GM, Kota town nearby|27.75792|84.33963|1.15|0.243|27.75209|84.34792|11667.4|11676.7|27.75|84.3475|11805.9|2.3|-1.2|||1|1|1|1|1|1|G1
NP-gang_kulek|Ganga|NP|DHM||570|Kulekhani|||126|Kulekhanikhola||27.5861|85.1583|gang|x2A|PF12-4120843940|||GM, Kulekhani town south east|27.57924|85.17208|1.56|0.2166|27.58542|85.15624|126.7|123.8|27.58584|85.155|124.2|0.6|2|||1|1|1|1|1|1|G1
NP-gang_kusum|Ganga|NP|DHM||375|Kusum|||5200|Rapti||28.0006|82.1161|gang|x2A|PF12-4121463330|||GM, Kusum business and Khaskusma town nearby|28.00828|82.09282|2.44|0.2212|28.00206|82.11457|5266.8|5268.8|28.00334|82.11417|5285.3|1.3|-0.4|||1|1|1|1|1|1|G1
NP-gang_lahac|Ganga|NP|DHM||428|Lahachowk|||160|Mardikhola||28.3006|83.9183|gang|x2A|PF12-4120820640|||GM, Lahachok town nearby|28.30547|83.92862|1.15|0.6105|28.30608|83.91869|137.6|137.5|28.30084|83.91833|139.6|-14|-1.4|||1|1|1|1|1|1|G2
NP-gang_lalig|Ganga|NP|DHM||215|Lalighat|||15200|Karnali||29.1589|81.5911|gang|x2A|PF12-4120793610|||OSM, Lalighat town south west|29.14219|81.57996|2.15|0.2214|29.1604|81.5896|17032.1|17052|29.15834|81.59165|16956.8|12.1|0.4|||1|1|1|1|1|1|G2
NP-gang_lamic|Ganga|NP|DHM||565|Lamichaur|||122|Kulekhanikhola||27.6036|85.1608|gang|x2A|PF12-4120843940|||no landmark found||||0.1733|27.60208|85.16041|123.2|120.2|27.60252|85.15834|121.2|1|1.7|||1|1|1|1|1|1|G1
NP-gang_lang1|Ganga|NP|DHM||446.1|Langtang Village|||360.6|Langtang Khola||28.2167|85.6167|gang|x2A|PF12-4121460790|||GM, Langtang town south|28.20802|85.62245|1.12|2.1764|28.19791|85.62292|274.8|266.4|28.19582|85.62252|264.9|-23.8|3.7|||1|1|1|1|1|1|G2
NP-gang_lotha|Ganga|NP|DHM||470|Lothar|||169|Lotharkhola||27.5872|84.7353|gang|x2A|PF12-4120843530|||GM, Lother church nearby|27.58741|84.73058|0.47|0.267|27.5896|84.73538|169.8|167.3|27.58751|84.73332|167.6|0.5|1.3|||1|1|1|1|1|1|G1
NP-gang_maina|Ganga|NP|DHM||795|Mainachuli|||1148|Kankai||26.6867|87.8789|gang|x2A|PF12-4121481430|||GM, Mainachuli trekking site west|26.67664|87.85272|2.83|0.2331|26.68541|87.87705|1172.9|1172.3|26.68583|87.87834|1163.8|2.2|0.8|||1|1|1|1|1|1|G1
NP-gang_majhi|Ganga|NP|DHM||684|Majhitar|||4050|Tamur||27.1583|87.7125|gang|x2A|PF12-4120856480|||GM, Majhi Tar landmark nearby|27.15769|87.71159|0.11|0.3109|27.16038|87.7104|4026|4032.5|27.15832|87.71166|4004.7|-0.6|0.5|||1|1|1|1|1|1|G1
NP-gang_manah|Ganga|NP|DHM||465|Manahari|||427|Manaharikhola||27.5436|84.8175|gang|x2A|PF12-4120844400|||GM, Manahari town south west|27.54005|84.80718|1.09|0.2922|27.54373|84.81454|426.9|426.1|27.54417|84.81418|427.4|0|-0.1|||1|1|1|1|1|1|G1
NP-gang_manga|Ganga|NP|DHM||404.7|Mangalghat|||1112|Mayagdi Khola||28.3528|83.5211|gang|x2A|PF12-4120819220|||GM, Mangala town west|28.35764|83.47054|4.98|0.6421|28.35208|83.51459|950.5|949.3|28.35165|83.51502|1068.5|-14.5|-11|||1|1|1|1|1|1|G3
NP-gang_masur|Ganga|NP|DHM||364|Masurikhet|||54|Duduwakhola||28.2042|81.6956|gang|x2A|PF12-4120828510|||no landmark found||||0.3219|28.20625|81.69792|58|54.3|28.20416|81.69499|55.8|7.4|3.9|||0|1|1|1|1|1|G4
NP-gang_matta|Ganga|NP|DHM||253.9|Mattada|||196|Kailashkhola||29.1636|81.3189|gang|x2A|PF12-4120792810|||no landmark found||||0.1096|29.16458|81.31902|198|195.4|29.16498|81.31916|193.7|1|2.2|||1|1|1|1|1|1|G1
NP-gang_mulgh|Ganga|NP|DHM||690|Mulghat|||5640|Tamur||26.9306|87.3292|gang|x2A|PF12-4121477490|||GM, Mulghat town west|26.92778|87.31794|1.16|0.2131|26.93123|87.33123|5900.7|5905.1|26.93|87.33|5879.7|4.6|0.4|||1|1|1|1|1|1|G1
NP-gang_nagma|Ganga|NP|DHM||220|Nagma|||1870|Tilanadi||29.1072|81.6803|gang|x2A|PF12-4120793730|||OSM, Nagma town north east|29.19703|81.91119|24.55|0.1429|29.10625|81.68129|3185.7|3184.9|29.10666|81.68|3205.1|70.4|-0.6|||1|1|1|1|1|1|G3
NP-gang_nayag|Ganga|NP|DHM||330|Nayagaon|||1938|Marikhola||28.0722|82.8|gang|x2A|PF12-4120828640||on Rapti river|GM, Nayagaun town west|28.07015|82.78264|1.72|0.2193|28.0729|82.80209|1943.3|1943.4|28.07168|82.8|1955.9|0.3|-0.6|||1|1|1|1|1|1|G1
NP-gang_nayal|Ganga|NP|DHM||120|Nayalbadi|||1150|Chamelia||29.6722|80.5583|gang|x2A|PF12-4120777110|||OSM, Nayal town north east|29.67748|80.5646|0.85|0.219|29.67292|80.56041|1187.7|1184.1|29.67248|80.56|1183.8|3.3|0.3|||1|1|1|1|1|1|G1
NP-gang_nayap|Ganga|NP|DHM||406.5|Nayapul|||601|Modikhola||28.2542|83.7242|gang|x2A|PF12-4120823800|||no landmark found||||0.5814|28.25623|83.71873|554.1|547.9|28.25583|83.71999|564.5|-7.8|-1.8|||1|1|1|1|1|1|G1
NP-gang_pachu|Ganga|NP|DHM||630|Pachuwarghat|||4920|Sunkosi||27.5583|85.7528|gang|x2A|PF12-4120844800|||GM, Pachuwar Ghat town north|27.56551|85.74916|0.88|0.5332|27.55625|85.74791|4884.2|4886.5|27.555|85.74831|4838.2|-0.7|1|||1|1|1|1|1|1|G1
NP-gang_padha|Ganga|NP|DHM||589|Padharadovan|||2700|Bagmati||27.1517|85.4917|gang|x2A|PF12-4120864610|||no landmark found||||0.2111|27.15191|85.48958|2798.4|2802|27.15167|85.48999|2802.5|3.6|-0.1|||1|1|1|1|1|1|G1
NP-gang_pahal|Ganga|NP|DHM||283.3|Pahalmanpur|||479|Kandra||28.5114|80.94|gang|x2A|PF12-4120815820|||GM, Pahalmanpur town north west|28.61275|80.8851|12.48|0.5726|28.51459|80.9354|471.8|468.5|28.51173|80.93666|406|-1.5|16.2|||1|1|1|1|1|1|G3
NP-gang_panau|Ganga|NP|DHM||640|Panauti|||87|Rosikhola||27.5806|85.5139|gang|x2A|PF12-4121468740|||GM, Panauti town nearby|27.58268|85.51088|0.38|0.3577|27.58113|85.51032|84.7|81.4|27.58167|85.5125|86.2|-2.6|-1.7|||0|1|1|1|1|1|G4
NP-gang_panjk|Ganga|NP|DHM||125|Panjkonaya|||228|Jamadigad||29.6383|80.5139|gang|x2A|PF12-4120777260|||OSM, Paniyu naya town nearby|29.63735|80.51221|0.19|0.1438|29.63955|80.51428|230.1|230.3|29.63917|80.51499|231.4|0.9|-0.6|||1|1|1|1|1|1|G1
NP-gang_patan|Ganga|NP|DHM||170|Patan|||188|Surnayagad||29.4583|80.5564|gang|x2A|PF12-4121444340|||OSM, Patan town north west|29.46528|80.54593|1.28|0.2308|29.46037|80.55622|178|175.2|29.4575|80.55498|177.9|-5.3|0.1|||1|1|1|1|1|1|G1
NP-gang_phool|Ganga|NP|DHM||430|Phoolbari|||582|Seti||28.2333|84|gang|x2A|PF12-4120824520|||GM, Fulbari town nearby|28.2289|83.99865|0.51|0.6471|28.23521|83.99376|622.8|623.4|28.23499|83.99249|571.4|7|9|||1|1|1|1|1|1|G2
NP-gang_pipal|Ganga|NP|DHM||602.5|Pipaltar|||110|Hinwakhola||27.2958|87.225|gang|x2A|PF12-4120852370|||GM, Piple Tar town north west|27.30149|87.21309|1.34|0.7282|27.30209|87.22295|146.2|146.3|27.30165|87.22166|147.5|32.9|-0.9|||1|1|1|1|1|1|G3
NP-gang_rabuw|Ganga|NP|DHM||670|Rabuwabazar|||4100|Dudhakosi||27.2706|86.6672|gang|x2A|PF12-4120853040|||GM, Rabuwa bazar landmark nearby|27.27095|86.65782|0.93|0.2547|27.26875|86.66872|3718.3|3723.7|27.26834|86.6675|3713.1|-9.3|0.1|||1|1|1|1|1|1|G1
NP-gang_rajai|Ganga|NP|DHM||460|Rajaiya|||579|Rapti||27.4472|84.9739|gang|x2A|PF12-4120844560|||OSM, Rajaiya town west|27.46892|84.87916|9.65|0.1292|27.44795|84.9729|452|448.9|27.44668|84.97166|448.1|-21.9|0.9|||1|1|1|1|1|1|G2
NP-gang_rajdw|Ganga|NP|DHM||728|Rajdwali|||377|Maikhola||26.8792|87.9292|gang|x2A|PF12-4120865680|||no landmark found||||0.309|26.88122|87.92706|387.4|386.4|26.87915|87.92833|379.6|2.8|2.1|||1|1|1|1|1|1|G1
NP-gang_rasna|Ganga|NP|DHM||650|Rasnalu|||313|Khimtikhola||27.575|86.1972|gang|x2A|PF12-4120845750|||GM, Rasnalu town east|27.57261|86.20348|0.67|0.2229|27.57694|86.19777|325.8|324.2|27.57503|86.1967|324.4|4.1|0.4|||1|1|1|1|1|1|G1
NP-gang_rimna|Ganga|NP|DHM||265|Rimna|||6720|Thulo Bheri||28.7131|82.2833|gang|x2A|PF12-4120808110|||OSM, Rimna bazar south|28.69762|82.2765|1.84|0.2636|28.71457|82.28542|7066.3|7075.2|28.71333|82.28415|6906|5.2|2.3|||1|1|1|1|1|1|G1
NP-gang_sajbo|Ganga|NP|DHM||730|Sajbote|||107|Puwakhola||26.9167|87.9111|gang|x2A|PF12-4120865670|||no landmark found||||0.2383|26.91875|87.9104|106.8|105.6|26.91671|87.90833|106.7|-0.2|0.1|||1|1|1|1|1|1|G1
NP-gang_salme|Ganga|NP|DHM||668.5|Salme|||246|Solukhola||27.5008|86.5811|gang|x2A|PF12-4121470010|||OSM, Salme Bazar south|27.44589|86.57351|6.15|0.143|27.50208|86.58124|263.6|263.6|27.50092|86.57917|266.7|7.2|-1.2|||1|1|1|1|1|1|G1
NP-gang_samai|Ganga|NP|DHM||269.5|Samaijighat|||12200|Bheri||28.5172|81.6569|gang|x2A|PF12-4120814120|||OSM, Samaiji town nearby|28.51092|81.64593|1.28|0.1837|28.51875|81.65625|12813.4|12831.1|28.51751|81.65667|12654.6|5|1.3|||1|1|1|1|1|1|G1
NP-gang_sangu|Ganga|NP|DHM||660|Sangutar|||823|Likhu||27.3361|86.2194|gang|x2A|PF12-4121472410|||GM, Sangutar or Sagutar town north|27.34965|86.21612|1.54|0.3904|27.33956|86.21873|858.4|851.9|27.33583|86.21749|852.5|4.3|0.7|||1|1|1|1|1|1|G1
NP-gang_setib|Ganga|NP|DHM||410|Setibeni|||6630|Kali Gandaki||28.0039|83.6086|gang|x2A|PF12-4120830350|||GM, Setibeni town north|28.01569|83.60749|1.32|0.3069|28.0021|83.60623|6928.5|6936|28.00417|83.60416|7085.5|4.5|-2.2|||1|1|1|1|1|1|G1
